"plot";"abbr";"layer";"cov";"voucher.flag";"voucher";"sheets";"history"
"tgq9";"palu comm comm";"ml";"5";;;;" | Changed palu comm To palu comm comm 2012-11-27 16:08:05"
"tgq9";"palu comm falc";"ml";"1";;;;" | Changed palu falc To palu comm falc 2012-11-27 16:08:08"
"tgq9";"pote erec";"hl";"+";;;;
"tgq9";"rhiz punc";"ml";"+";;;;
"tgz1";"agro stol";"hl";"+";;;;
"tgz1";"bell mich";"hl";"+";;;;" | Changed aste bell To bell mich 2012-11-27 16:08:06"
"tgz1";"bryu pseu pseu";"ml";"2b";;;;" | Changed bryu pseu To bryu pseu pseu 2012-11-27 16:08:05"
"tgz1";"camp stel";"ml";"+";;;;
"tgz1";"care flac";"hl";"+";;;;
"tgz1";"care lepi";"hl";"+";;;;
"tgz1";"fiss adia";"ml";"+";;;;
"tgz1";"hyme recu recu";"ml";"1";;;;" | Changed hyme recu To hyme recu recu 2012-11-27 16:08:09"
"tgz1";"palu comm comm";"ml";"3";;;;" | Changed palu comm To palu comm comm 2012-11-27 16:08:05"
"tgz1";"palu deci";"ml";"2a";;;;
"tgz1";"palu comm falc";"ml";"1";;;;" | Changed palu falc To palu comm falc 2012-11-27 16:08:08"
"tgz1";"ping vulg";"hl";"+";;;;
"tgz1";"pinu sylv";"hl";"+";;;;
"tgz1";"plag undu";"ml";"1";;;;
"tgz1";"saxi caes";"hl";"+";;;;
"tgz1";"sesl caer";"hl";"2a";;;;" | Changed sesl vari To sesl caer 2012-11-27 16:08:05"
"tgz1";"tofi caly";"hl";"+";;;;
"tgz1";"tome nite";"ml";"+";;;;
"tgz10";"agro stol";"hl";"1";;;;
"tgz10";"bell mich";"hl";"1";;;;" | Changed aste bell To bell mich 2012-11-27 16:08:06"
"tgz10";"bryu pseu pseu";"ml";"1";;;;" | Changed bryu pseu To bryu pseu pseu 2012-11-27 16:08:05"
"tgz10";"care flac";"hl";"1";;;;
"tgz10";"care lepi";"hl";"+";;;;
"tgz10";"crep palu";"hl";"+";;;;
"tgz10";"scor coss";"ml";"2a";;;;" | Changed drep coso To scor coss 2012-11-27 16:08:05"
"tgz10";"moli caer aggr";"hl";"+";;;;" | Changed moli caer a To moli caer aggr 2012-11-27 16:08:05"
"tgz10";"palu comm comm";"ml";"5";;;;" | Changed palu comm To palu comm comm 2012-11-27 16:08:05"
"tgz10";"palu comm falc";"ml";"1";;;;" | Changed palu falc To palu comm falc 2012-11-27 16:08:08"
"tgz10";"phil calc";"ml";"2a";;;;
"tgz10";"pice abie";"hl";"r";;;;
"tgz10";"ping vulg";"hl";"+";;;;
"tgz10";"saxi aizo";"hl";"+";;;;
"tgz10";"sesl caer";"hl";"2a";;;;" | Changed sesl vari To sesl caer 2012-11-27 16:08:05"
"tgz10";"tofi caly";"hl";"+";;;;
"tgz10";"tuss farf";"hl";"+";;;;
"tgz11";"bell mich";"hl";"+";;;;" | Changed aste bell To bell mich 2012-11-27 16:08:06"
"tgz11";"camp stel";"ml";"1";;;;
"tgz11";"care dava";"hl";"3";;;;
"tgz11";"care dioi";"hl";"2m";"voucher";"13";;
"tgz11";"care flac";"hl";"1";;;;
"tgz11";"care lepi";"hl";"1";;;;
"tgz11";"care pani";"hl";"2b";;;;
"tgz11";"scor coss";"ml";"4";;;;" | Changed drep coso To scor coss 2012-11-27 16:08:05"
"tgz11";"scor revo";"ml";"+";;;;" | Changed drep revo To scor revo 2012-11-27 16:08:05"
"tgz11";"eleo quin";"hl";"+";;;;
"tgz11";"erio lati";"hl";"2b";;;;
"tgz11";"junc alpi alpi";"hl";"1";;;;" | Changed junc alpi To junc alpi alpi 2012-11-27 16:08:09"
"tgz11";"leon hisp slat";"hl";"+";"voucher";"15";;" | Changed leon hisp To leon hisp slat 2012-11-27 16:08:04"
"tgz11";"linu cath";"hl";"+";;;;
"tgz11";"moli caer aggr";"hl";"1";;;;" | Changed moli caer a To moli caer aggr 2012-11-27 16:08:05"
"tgz11";"palu comm comm";"ml";"1";;;;" | Changed palu comm To palu comm comm 2012-11-27 16:08:05"
"tgz11";"palu comm falc";"ml";"1";;;;" | Changed palu falc To palu comm falc 2012-11-27 16:08:08"
"tgz11";"parn palu";"hl";"2m";;;;
"tgz11";"pice abie";"hl";"r";;;;
"tgz11";"pinu sylv";"hl";"r";;;;
"tgz11";"pote erec";"hl";"+";;;;
"tgz11";"prim fari";"hl";"1";;;;
"tgz11";"ranu nemo";"hl";"+";;;;
"tgz11";"scho ferr";"hl";"1";;;;
"tgz11";"sela sela";"hl";"+";;;;
"tgz11";"tofi caly";"hl";"+";;;;
"tgz11";"trig palu";"hl";"+";;;;
"tgz12";"bell mich";"hl";"+";;;;" | Changed aste bell To bell mich 2012-11-27 16:08:06"
"tgz12";"bryu pseu pseu";"ml";"2a";;;;" | Changed bryu pseu To bryu pseu pseu 2012-11-27 16:08:05"
"tgz12";"camp coch";"hl";"+";;;;
"tgz12";"care digi";"hl";"+";;;;
"tgz12";"care lepi";"hl";"+";;;;
"tgz12";"crep palu";"hl";"+";;;;
"tgz12";"equi palu";"hl";"+";;;;
"tgz12";"hier muro";"hl";"+";;;;" | Changed hier sylv To hier muro 2012-11-27 16:08:03"
"tgz12";"marc poly poly";"ml";"+";;;;" | Changed marc aqua To marc poly poly 2012-11-27 16:08:09"
"tgz12";"mela sylv";"hl";"+";;;;
"tgz12";"oxal acet";"hl";"+";;;;
"tgz12";"palu comm comm";"ml";"3";;;;" | Changed palu comm To palu comm comm 2012-11-27 16:08:05"
"tgz12";"pice abie";"hl";"r";;;;
"tgz12";"plag undu";"ml";"+";;;;
"tgz12";"poa nemo";"hl";"r";;;;
"tgz12";"tuss farf";"hl";"+";;;;
"tgz12";"vero becc";"hl";"+";;;;
"tgz12";"viol bifl";"hl";"+";;;;
"tgz13";"abie alba";"hl";"r";;;;
"tgz13";"agro stol";"hl";"+";;;;
"tgz13";"bell mich";"hl";"1";;;;" | Changed aste bell To bell mich 2012-11-27 16:08:06"
"tgz13";"bryu pseu pseu";"ml";"2a";;;;" | Changed bryu pseu To bryu pseu pseu 2012-11-27 16:08:05"
"tgz13";"care dava";"hl";"1";;;;
"tgz13";"care flac";"hl";"+";;;;
"tgz13";"care flav aggr";"hl";"2a";"voucher";"14";"3";" | Changed care flav Tocare flav aggr 2012-11-27 16:08:08"
"tgz13";"care pani";"hl";"3";;;;
"tgz13";"cirs palu";"hl";"+";;;;
"tgz13";"scor coss";"ml";"2b";;;;" | Changed drep coso To scor coss 2012-11-27 16:08:05"
"tgz13";"equi vari";"hl";"2m";;;;
"tgz13";"erio lati";"hl";"2a";;;;
"tgz13";"junc alpi alpi";"hl";"1";;;;" | Changed junc alpi To junc alpi alpi 2012-11-27 16:08:09"
"tgz13";"knau maxi";"hl";"+";;;;" | Changed knau dips To knau maxi 2012-11-27 16:08:06"
"tgz13";"moli caer aggr";"hl";"1";;;;" | Changed moli caer a To moli caer aggr 2012-11-27 16:08:05"
"tgz13";"palu comm comm";"ml";"3";;;;" | Changed palu comm To palu comm comm 2012-11-27 16:08:05"
"tgz13";"palu deci";"ml";"+";;;;
"tgz13";"palu comm falc";"ml";"+";;;;" | Changed palu falc To palu comm falc 2012-11-27 16:08:08"
"tgz13";"phil calc";"ml";"1";;;;
"tgz13";"pice abie";"hl";"+";;;;
"tgz13";"ping vulg";"hl";"+";;;;
"tgz13";"pote erec";"hl";"+";;;;
"tgz13";"prim fari";"hl";"2m";;;;
"tgz13";"saxi aizo";"hl";"2a";;;;
"tgz13";"sela sela";"hl";"+";;;;
"tgz13";"sesl caer";"hl";"1";;;;" | Changed sesl vari To sesl caer 2012-11-27 16:08:05"
"tgz13";"tofi caly";"hl";"1";;;;
"tgz13";"trig palu";"hl";"+";;;;
"tgz13";"vale dioi dioi";"hl";"2m";;;;" | Changed vale dioi To vale dioi dioi 2012-11-27 16:08:05"
"tgz14";"agro stol";"hl";"1";;;;
"tgz14";"bell mich";"hl";"1";;;;" | Changed aste bell To bell mich 2012-11-27 16:08:06"
"tgz14";"bryu pseu pseu";"ml";"+";;;;" | Changed bryu pseu To bryu pseu pseu 2012-11-27 16:08:05"
"tgz14";"scor coss";"ml";"1";;;;" | Changed drep coso To scor coss 2012-11-27 16:08:05"
"tgz14";"marc poly poly";"ml";"+";;;;" | Changed marc aqua To marc poly poly 2012-11-27 16:08:09"
"tgz14";"palu comm comm";"ml";"4";;;;" | Changed palu comm To palu comm comm 2012-11-27 16:08:05"
"tgz14";"pote erec";"hl";"+";;;;
"tgz14";"sesl caer";"hl";"2a";;;;" | Changed sesl vari To sesl caer 2012-11-27 16:08:05"
"tgz15";"bell mich";"hl";"+";;;;" | Changed aste bell To bell mich 2012-11-27 16:08:06"
"tgz15";"briz medi";"hl";"+";;;;
"tgz15";"bryu pseu pseu";"ml";"1";;;;" | Changed bryu pseu To bryu pseu pseu 2012-11-27 16:08:05"
"tgz15";"camp stel";"ml";"1";;;;
"tgz15";"care dava";"hl";"2a";;;;
"tgz15";"care dioi";"hl";"+";;;;
"tgz15";"care flac";"hl";"1";;;;
"tgz15";"care lepi";"hl";"1";;;;
"tgz15";"care pani";"hl";"2a";;;;
"tgz15";"char spec ies";"hl";"+";;;;" | Changed char sp To char spec ies 2012-11-27 16:08:09"
"tgz15";"cirs palu";"hl";"+";;;;
"tgz15";"desc cesp";"hl";"+";;;;
"tgz15";"scor coss";"ml";"3";;;;" | Changed drep coso To scor coss 2012-11-27 16:08:05"
"tgz15";"equi palu";"hl";"+";;;;
"tgz15";"equi vari";"hl";"1";;;;
"tgz15";"eric carn";"hl";"r";;;;" | Changed eric herb To eric carn 2012-11-27 16:08:03"
"tgz15";"erio lati";"hl";"3";;;;
"tgz15";"euph offi rost";"hl";"+";;;;" | Changed euph rost To euph offi rost 2012-11-27 16:08:04"
"tgz15";"gymn cono cono";"hl";"+";;;;" | Changed gymn cono To gymn cono cono 2012-11-27 16:08:05"
"tgz15";"junc alpi alpi";"hl";"1";;;;" | Changed junc alpi To junc alpi alpi 2012-11-27 16:08:09"
"tgz15";"juni comm comm";"hl";"+";;;;" | Changed juni comm c To juni comm comm 2012-11-27 16:08:03"
"tgz15";"linu cath";"hl";"+";;;;
"tgz15";"lotu corn";"hl";"+";;;;
"tgz15";"moli caer aggr";"hl";"2a";;;;" | Changed moli caer a To moli caer aggr 2012-11-27 16:08:05"
"tgz15";"palu comm falc";"ml";"+";;;;" | Changed palu falc To palu comm falc 2012-11-27 16:08:08"
"tgz15";"parn palu";"hl";"1";;;;
"tgz15";"phil calc";"ml";"2a";;;;
"tgz15";"ping vulg";"hl";"+";;;;
"tgz15";"pinu sylv";"hl";"r";;;;
"tgz15";"pote erec";"hl";"+";;;;
"tgz15";"prim fari";"hl";"+";;;;
"tgz15";"tofi caly";"hl";"+";;;;
"tgz15";"trif prat prat";"hl";"+";;;;" | Changed trif prat p To trif prat prat 2012-11-27 16:12:27"
"tgz15";"trig palu";"hl";"+";;;;
"tgz15";"vale dioi dioi";"hl";"1";;;;" | Changed vale dioi To vale dioi dioi 2012-11-27 16:08:05"
"tgz16";"agro stol";"hl";"1";;;;
"tgz16";"bryu pseu pseu";"ml";"2a";;;;" | Changed bryu pseu To bryu pseu pseu 2012-11-27 16:08:05"
"tgz16";"call cusp";"ml";"1";;;;
"tgz16";"care dava";"hl";"4";;;;
"tgz16";"care lepi";"hl";"1";;;;
"tgz16";"care pani";"hl";"+";;;;
"tgz16";"chae hirs";"hl";"+";;;;
"tgz16";"cirs palu";"hl";"1";;;;
"tgz16";"scor coss";"ml";"2b";;;;" | Changed drep coso To scor coss 2012-11-27 16:08:05"
"tgz16";"equi palu";"hl";"+";;;;
"tgz16";"fest rubr slat";"hl";"+";;;;" | Changed fest rubr r To fest rubr slat 2012-11-27 16:08:05"
"tgz16";"gali anis";"hl";"r";;;;
"tgz16";"hepa nobi";"hl";"+";;;;
"tgz16";"junc alpi alpi";"hl";"1";;;;" | Changed junc alpi To junc alpi alpi 2012-11-27 16:08:09"
"tgz16";"knau maxi";"hl";"+";;;;" | Changed knau dips To knau maxi 2012-11-27 16:08:06"
"tgz16";"linu cath";"hl";"+";;;;
"tgz16";"list ovat";"hl";"r";;;;
"tgz16";"mela sylv";"hl";"+";;;;
"tgz16";"palu deci";"ml";"+";;;;
"tgz16";"parn palu";"hl";"+";;;;
"tgz16";"phil calc";"ml";"2a";;;;
"tgz16";"poa triv";"hl";"+";;;;
"tgz16";"pote erec";"hl";"+";;;;
"tgz16";"prun gran";"hl";"+";;;;
"tgz16";"ranu nemo";"hl";"+";;;;
"tgz16";"saxi aizo";"hl";"+";;;;
"tgz16";"tome nite";"ml";"+";;;;
"tgz16";"tuss farf";"hl";"2m";;;;
"tgz16";"vale dioi dioi";"hl";"1";;;;" | Changed vale dioi To vale dioi dioi 2012-11-27 16:08:05"
"tgz16";"viol bifl";"hl";"+";;;;
"tgz17";"agro stol";"hl";"1";;;;
"tgz17";"bell mich";"hl";"+";;;;" | Changed aste bell To bell mich 2012-11-27 16:08:06"
"tgz17";"bryu pseu pseu";"ml";"1";;;;" | Changed bryu pseu To bryu pseu pseu 2012-11-27 16:08:05"
"tgz17";"care flac";"hl";"+";;;;
"tgz17";"care pani pani";"hl";"+";;;;" | Changed care pann To care pani pani 2012-11-27 16:08:06"
"tgz17";"chae hirs";"hl";"+";;;;
"tgz17";"cirs hete";"hl";"+";;;;
"tgz17";"dact macu slat";"hl";"+";;;;" | Changed dact macu To dact macu slat 2012-11-27 16:08:09"
"tgz17";"equi vari";"hl";"+";;;;
"tgz17";"palu comm comm";"ml";"4";;;;" | Changed palu comm To palu comm comm 2012-11-27 16:08:05"
"tgz17";"peta albu";"hl";"1";;;;
"tgz17";"sali appe";"hl";"+";;;;
"tgz17";"sali elea elea";"hl";"+";;;;" | Changed sali elea To sali elea elea 2012-11-27 16:08:07"
"tgz17";"saxi aizo";"hl";"3";;;;
"tgz17";"tuss farf";"hl";"2a";;;;
"tgz2";"agro stol";"hl";"+";;;;
"tgz2";"bryu pseu pseu";"ml";"1";;;;" | Changed bryu pseu To bryu pseu pseu 2012-11-27 16:08:05"
"tgz2";"camp stel";"ml";"1";;;;
"tgz2";"care flac";"hl";"2a";;;;
"tgz2";"care lepi";"hl";"3";;;;
"tgz2";"care pani";"hl";"+";;;;
"tgz2";"cirs palu";"hl";"+";;;;
"tgz2";"desc cesp";"hl";"1";;;;
"tgz2";"eleo quin";"hl";"2m";"voucher";"11";"2";
"tgz2";"euph offi rost";"hl";"+";;;;" | Changed euph rost To euph offi rost 2012-11-27 16:08:04"
"tgz2";"junc alpi alpi";"hl";"2a";;;;" | Changed junc alpi To junc alpi alpi 2012-11-27 16:08:09"
"tgz2";"leon hisp hyos";"hl";"+";;;;" | Changed leon hyos To leon hisp hyos 2012-11-27 16:08:07"
"tgz2";"marc poly poly";"ml";"+";;;;" | Changed marc aqua To marc poly poly 2012-11-27 16:08:09"
"tgz2";"moli caer aggr";"hl";"+";;;;" | Changed moli caer a To moli caer aggr 2012-11-27 16:08:05"
"tgz2";"palu comm comm";"ml";"4";;;;" | Changed palu comm To palu comm comm 2012-11-27 16:08:05"
"tgz2";"palu comm falc";"ml";"2b";;;;" | Changed palu falc To palu comm falc 2012-11-27 16:08:08"
"tgz2";"ping vulg";"hl";"+";;;;
"tgz2";"plag undu";"ml";"+";;;;
"tgz2";"ranu nemo";"hl";"+";;;;
"tgz2";"sali purp";"hl";"+";;;;
"tgz2";"sela sela";"hl";"+";;;;
"tgz2";"trig palu";"hl";"+";;;;
"tgz2";"tuss farf";"hl";"1";;;;
"tgz3";"bryu pseu pseu";"ml";"+";;;;" | Changed bryu pseu To bryu pseu pseu 2012-11-27 16:08:05"
"tgz3";"care dava";"hl";"3";;;;
"tgz3";"care lepi";"hl";"2a";;;;
"tgz3";"care pani";"hl";"1";;;;
"tgz3";"char spec ies";"hl";"+";;;;" | Changed char sp To char spec ies 2012-11-27 16:08:09"
"tgz3";"scor coss";"ml";"1";;;;" | Changed drep coso To scor coss 2012-11-27 16:08:05"
"tgz3";"eleo quin";"hl";"1";;;;
"tgz3";"equi palu";"hl";"+";;;;
"tgz3";"erio lati";"hl";"1";;;;
"tgz3";"junc alpi alpi";"hl";"2a";;;;" | Changed junc alpi To junc alpi alpi 2012-11-27 16:08:09"
"tgz3";"juni comm comm";"hl";"+";;;;" | Changed juni comm c To juni comm comm 2012-11-27 16:08:03"
"tgz3";"linu cath";"hl";"+";;;;
"tgz3";"lotu corn";"hl";"+";;;;
"tgz3";"moli caer aggr";"hl";"1";;;;" | Changed moli caer a To moli caer aggr 2012-11-27 16:08:05"
"tgz3";"palu comm comm";"ml";"+";;;;" | Changed palu comm To palu comm comm 2012-11-27 16:08:05"
"tgz3";"palu comm falc";"ml";"2a";;;;" | Changed palu falc To palu comm falc 2012-11-27 16:08:08"
"tgz3";"parn palu";"hl";"1";;;;
"tgz3";"pinu sylv";"hl";"+";;;;
"tgz3";"pote erec";"hl";"+";;;;
"tgz3";"prim fari";"hl";"+";;;;
"tgz3";"prun gran";"hl";"+";;;;
"tgz3";"sela sela";"hl";"+";;;;
"tgz3";"tofi caly";"hl";"+";;;;
"tgz3";"trig palu";"hl";"+";;;;
"tgz3";"vale dioi dioi";"hl";"1";;;;" | Changed vale dioi To vale dioi dioi 2012-11-27 16:08:05"
"tgz4";"bell mich";"hl";"+";;;;" | Changed aste bell To bell mich 2012-11-27 16:08:06"
"tgz4";"bryu pseu pseu";"ml";"2a";;;;" | Changed bryu pseu To bryu pseu pseu 2012-11-27 16:08:05"
"tgz4";"bryu weig";"ml";"+";;;;
"tgz4";"care dava";"hl";"1";;;;
"tgz4";"care flac";"hl";"1";;;;
"tgz4";"scor coss";"ml";"+";;;;" | Changed drep coso To scor coss 2012-11-27 16:08:05"
"tgz4";"palu comm comm";"ml";"4";;;;" | Changed palu comm To palu comm comm 2012-11-27 16:08:05"
"tgz4";"palu deci";"ml";"1";;;;
"tgz4";"phil calc";"ml";"+";;;;
"tgz4";"pice abie";"hl";"r";;;;
"tgz4";"sesl caer";"hl";"+";;;;" | Changed sesl vari To sesl caer 2012-11-27 16:08:05"
"tgz5";"bell mich";"hl";"+";;;;" | Changed aste bell To bell mich 2012-11-27 16:08:06"
"tgz5";"bryu pseu pseu";"ml";"+";;;;" | Changed bryu pseu To bryu pseu pseu 2012-11-27 16:08:05"
"tgz5";"camp stel";"hl";"1";;;;
"tgz5";"care lepi";"hl";"1";;;;
"tgz5";"care pani";"hl";"1";;;;
"tgz5";"scor coss";"ml";"2a";;;;" | Changed drep coso To scor coss 2012-11-27 16:08:05"
"tgz5";"eleo quin";"hl";"1";;;;
"tgz5";"eric carn";"hl";"+";;;;" | Changed eric herb To eric carn 2012-11-27 16:08:03"
"tgz5";"junc alpi alpi";"hl";"1";;;;" | Changed junc alpi To junc alpi alpi 2012-11-27 16:08:09"
"tgz5";"palu comm comm";"ml";"2b";;;;" | Changed palu comm To palu comm comm 2012-11-27 16:08:05"
"tgz5";"palu deci";"ml";"+";;;;
"tgz5";"parn palu";"hl";"+";;;;
"tgz5";"pice abie";"hl";"r";;;;
"tgz5";"ping vulg";"hl";"+";;;;
"tgz5";"sela sela";"hl";"+";;;;
"tgz5";"sesl caer";"hl";"+";;;;" | Changed sesl vari To sesl caer 2012-11-27 16:08:05"
"tgz5";"trig palu";"hl";"+";;;;
"tgz6";"agro stol";"hl";"+";;;;
"tgz6";"bryu pseu pseu";"ml";"1";;;;" | Changed bryu pseu To bryu pseu pseu 2012-11-27 16:08:05"
"tgz6";"care flac";"hl";"1";;;;
"tgz6";"care lepi";"hl";"+";;;;
"tgz6";"crep palu";"hl";"+";;;;
"tgz6";"equi vari";"hl";"+";;;;
"tgz6";"junc alpi alpi";"hl";"+";;;;" | Changed junc alpi To junc alpi alpi 2012-11-27 16:08:09"
"tgz6";"marc poly poly";"ml";"+";;;;" | Changed marc aqua To marc poly poly 2012-11-27 16:08:09"
"tgz6";"palu comm comm";"ml";"4";;;;" | Changed palu comm To palu comm comm 2012-11-27 16:08:05"
"tgz6";"sesl caer";"hl";"+";;;;" | Changed sesl vari To sesl caer 2012-11-27 16:08:05"
"tgz6";"trig palu";"hl";"+";;;;
"tgz7";"agro stol";"hl";"+";;;;
"tgz7";"aqui atra";"hl";"r";;;;
"tgz7";"bell mich";"hl";"1";;;;" | Changed aste bell To bell mich 2012-11-27 16:08:06"
"tgz7";"brac rivu";"ml";"+";;;;
"tgz7";"bryu pseu pseu";"ml";"1";;;;" | Changed bryu pseu To bryu pseu pseu 2012-11-27 16:08:05"
"tgz7";"call cusp";"ml";"2a";;;;
"tgz7";"camp coch";"hl";"+";;;;
"tgz7";"camp stel";"ml";"+";;;;
"tgz7";"care dava";"hl";"4";;;;
"tgz7";"care flac";"hl";"1";;;;
"tgz7";"care lepi";"hl";"1";;;;
"tgz7";"cirs palu";"hl";"+";;;;
"tgz7";"crep palu";"hl";"1";;;;
"tgz7";"dact maja maja";"hl";"r";;;;" | Changed dact maja To dact maja maja 2012-11-27 16:08:09"
"tgz7";"desc cesp";"hl";"+";;;;
"tgz7";"euph offi rost";"hl";"+";;;;" | Changed euph rost To euph offi rost 2012-11-27 16:08:04"
"tgz7";"junc alpi alpi";"hl";"1";;;;" | Changed junc alpi To junc alpi alpi 2012-11-27 16:08:09"
"tgz7";"knau maxi";"hl";"+";;;;" | Changed knau dips To knau maxi 2012-11-27 16:08:06"
"tgz7";"marc poly poly";"ml";"1";;;;" | Changed marc aqua To marc poly poly 2012-11-27 16:08:09"
"tgz7";"palu comm comm";"ml";"1";;;;" | Changed palu comm To palu comm comm 2012-11-27 16:08:05"
"tgz7";"palu comm falc";"ml";"2b";;;;" | Changed palu falc To palu comm falc 2012-11-27 16:08:08"
"tgz7";"parn palu";"hl";"+";;;;
"tgz7";"pice abie";"hl";"+";;;;
"tgz7";"ping alpi";"hl";"+";;;;
"tgz7";"plag undu";"ml";"+";;;;
"tgz7";"poly amar ella";"hl";"+";;;;" | Changed poly amae To poly amar ella 2012-11-27 16:08:05"
"tgz7";"pote erec";"hl";"+";;;;
"tgz7";"sesl caer";"hl";"1";;;;" | Changed sesl vari To sesl caer 2012-11-27 16:08:05"
"tgz7";"tofi caly";"hl";"+";;;;
"tgz7";"trig palu";"hl";"2m";;;;
"tgz7";"tuss farf";"hl";"2a";;;;
"tgz7";"vero becc";"hl";"+";;;;
"tgz8";"bell mich";"hl";"+";;;;" | Changed aste bell To bell mich 2012-11-27 16:08:06"
"tgz8";"bryu pseu pseu";"ml";"2a";;;;" | Changed bryu pseu To bryu pseu pseu 2012-11-27 16:08:05"
"tgz8";"care lepi";"hl";"1";;;;
"tgz8";"cirs palu";"hl";"r";;;;
"tgz8";"eric carn";"hl";"+";;;;" | Changed eric herb To eric carn 2012-11-27 16:08:03"
"tgz8";"hyme recu recu";"ml";"+";;;;" | Changed hyme recu To hyme recu recu 2012-11-27 16:08:09"
"tgz8";"moli caer aggr";"hl";"1";;;;" | Changed moli caer a To moli caer aggr 2012-11-27 16:08:05"
"tgz8";"palu comm comm";"ml";"+";;;;" | Changed palu comm To palu comm comm 2012-11-27 16:08:05"
"tgz8";"palu comm falc";"ml";"2b";;;;" | Changed palu falc To palu comm falc 2012-11-27 16:08:08"
"tgz8";"ping vulg";"hl";"+";;;;
"tgz8";"poly amar ella";"hl";"+";;;;" | Changed poly amae To poly amar ella 2012-11-27 16:08:05"
"tgz8";"pote erec";"hl";"+";;;;
"tgz8";"ranu nemo";"hl";"r";;;;
"tgz8";"saxi aizo";"hl";"+";;;;
"tgz8";"sela sela";"hl";"+";;;;
"tgz8";"sesl caer";"hl";"1";;;;" | Changed sesl vari To sesl caer 2012-11-27 16:08:05"
"tgz8";"tofi caly";"hl";"1";;;;
"tgz9";"agro stol";"hl";"+";;;;
"tgz9";"ambl vari";"ml";"+";;;;
"tgz9";"blys comp";"hl";"3";"voucher";"12";"2";
"tgz9";"bryu pseu pseu";"ml";"1";;;;" | Changed bryu pseu To bryu pseu pseu 2012-11-27 16:08:05"
"tgz9";"camp stel";"ml";"2a";;;;
"tgz9";"care dava";"hl";"2a";;;;
"tgz9";"care flac";"hl";"1";;;;
"tgz9";"care lepi";"hl";"2a";;;;
"tgz9";"care pani pani";"hl";"1";;;;" | Changed care pann To care pani pani 2012-11-27 16:08:06"
"tgz9";"cirs palu";"hl";"+";;;;
"tgz9";"desc cesp";"hl";"+";;;;
"tgz9";"ditr flex";"ml";"1";;;;
"tgz9";"scor coss";"ml";"2a";;;;" | Changed drep coso To scor coss 2012-11-27 16:08:05"
"tgz9";"eleo quin";"hl";"+";;;;
"tgz9";"equi vari";"hl";"2m";;;;
"tgz9";"euph offi rost";"hl";"+";;;;" | Changed euph rost To euph offi rost 2012-11-27 16:08:04"
"tgz9";"hypn lind";"ml";"2a";;;;
"tgz9";"junc alpi alpi";"hl";"1";;;;" | Changed junc alpi To junc alpi alpi 2012-11-27 16:08:09"
"tgz9";"jung atro";"ml";"1";;;;
"tgz9";"lath prat prat";"hl";"+";;;;" | Changed lath prat To lath prat prat 2012-11-27 16:08:04"
"tgz9";"linu cath";"hl";"+";;;;
"tgz9";"palu comm falc";"ml";"1";;;;" | Changed palu falc To palu comm falc 2012-11-27 16:08:08"
"tgz9";"pell endi";"ml";"1";;;;
"tgz9";"ping vulg";"hl";"+";;;;
"tgz9";"poly amar ella";"hl";"+";;;;" | Changed poly amae To poly amar ella 2012-11-27 16:08:05"
"tgz9";"pote erec";"hl";"+";;;;
"tgz9";"prun vulg";"hl";"+";;;;
"tgz9";"ranu nemo";"hl";"+";;;;
"tgz9";"tome nite";"ml";"+";;;;
